year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2013,Suzuki,JIMNY JX,4,"['Suzuki', 'JIMNY', 'JX']", 6850000, 12876,Gasolina,1300 cc,Manual,Todo Terreno 4x4,BLANCO,NEGRO - GRIS,Termina en 7,Heredia
2018,Chevrolet,CAVALIER PREMIER,5,"['Chevrolet', 'CAVALIER', 'PREMIER']", 6850000, 12876,Gasolina,1500 cc,Automática,Sedán,BLANCO,CAFE,Termina en 2,San José
2015,Hyundai,ACCENT BLUE,5,"['Hyundai', 'ACCENT', 'BLUE']", 6850000, 12876,Gasolina,1600 cc,Manual,Sedán,BLANCO,NEGRO Y GRIS,Termina en 0,Heredia
2017,Suzuki,BALENO GLX,5,"['Suzuki', 'BALENO', 'GLX']", 6850000, 12876,Gasolina,1400 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 2,Heredia
2017,Chevrolet,SPARK PREMIER LTZ,5,"['Chevrolet', 'SPARK', 'PREMIER', 'LTZ']", 6850000, 12876,Gasolina,1400 cc,Automática,Hatchback,GRIS,NEGRO,Termina en 8,Heredia
1999,Toyota,4RUNNER SRS,7,"['Toyota', '4RUNNER', 'SRS']", 6850000, 12876,Gasolina,3400 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO - GRIS,Termina en 2,Heredia
2011,Hyundai,TUCSON GL,5,"['Hyundai', 'TUCSON', 'GL']", 6862800, 12900,Gasolina,2000 cc,Manual,Todo Terreno 4x4,GRIS,NEGRO,Termina en 7,San José
2008,Lexus,IS250,5,"['Lexus', 'IS250']", 6862800, 12900,Gasolina,2500 cc,Automática,Sedán,GRIS,NEGRO,Termina en 9,San José
2017,Citroen,C3,5,"['Citroen', 'C3']", 6862800, 12900,Gasolina,1600 cc,Automática,Hatchback,GRIS,GRIS CON NEGRO,Termina en 8,Heredia
2019,MG,MG 3,5,"['MG', 'MG', '3']", 6875000, 12923,Gasolina,1600 cc,Automática,Sedán,BLANCO,GRIS OSCURO,Termina en 8,Heredia
2012,Hyundai,ELANTRA,5,"['Hyundai', 'ELANTRA']", 6875000, 12923,Gasolina,1800 cc,Automática,Sedán,GRIS,GRIS,ND,Guanacaste
2015,Audi,A3,5,"['Audi', 'A3']", 6862800, 12900,Gasolina,1200 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 5,San José
2016,Renault,DUSTER,5,"['Renault', 'DUSTER']", 6862800, 12900,Gasolina,2000 cc,Manual,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 8,San José
2016,Nissan,VERSA,4,"['Nissan', 'VERSA']", 6862800, 12900,Gasolina,1600 cc,Automática,Sedán,CAFE,No indica,Termina en 2,San José
2015,Ford,ECOSPORT,5,"['Ford', 'ECOSPORT']", 6864516, 12903,Gasolina,1500 cc,Automática,Todo Terreno 4x2,BLANCO,NEGRO,ND,San José
2017,Suzuki,SWIFT GL,5,"['Suzuki', 'SWIFT', 'GL']", 6875000, 12923,Gasolina,1200 cc,Automática,Hatchback,GRIS,NEGRO,Termina en 4,Cartago
2012,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 6890000, 12951,Gasolina,1800 cc,Automática,Sedán,NEGRO,BEIGE,Termina en 2,Cartago
2017,Kia,RIO,5,"['Kia', 'RIO']", 6895000, 12961,Gasolina,1400 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 5,Alajuela
2012,Mitsubishi,ASX,5,"['Mitsubishi', 'ASX']", 6900000, 12970,Gasolina,2000 cc,Manual,Todo Terreno 4x2,GRIS,NEGRO,Termina en 2,San José
2012,Hyundai,SANTA FE,4,"['Hyundai', 'SANTA', 'FE']", 6900000, 12970,Gasolina,2400 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,ND,Heredia
2016,Kia,MORNING PICANTO,5,"['Kia', 'MORNING', 'PICANTO']", 6900000, 12970,Híbrido,1000 cc,Automática,Hatchback,BEIGE,GRIS,ND,Alajuela
2020,Suzuki,CELERIO,5,"['Suzuki', 'CELERIO']", 6900000, 12970,Gasolina,1000 cc,Manual,Hatchback,PLATA,NEGRO,Termina en,Heredia
2008,Hyundai,SANTA FE,7,"['Hyundai', 'SANTA', 'FE']", 6900000, 12970,Diesel,2200 cc,Automática,Todo Terreno 4x2,AZUL,GRIS,ND,Alajuela
2007,BMW,328,5,"['BMW', '328']", 6900000, 12970,Gasolina,3000 cc,Automática,Sedán,GRIS,GRIS,Termina en 8,San José
2016,Kia,MORNING PICANTO,5,"['Kia', 'MORNING', 'PICANTO']", 6900000, 12970,Híbrido,1000 cc,Automática,Hatchback,PLATA,GRIS,ND,Alajuela
2016,Kia,MORNING PICANTO,5,"['Kia', 'MORNING', 'PICANTO']", 6900000, 12970,Híbrido,1000 cc,Manual,Hatchback,GRIS,GRIS,ND,Alajuela
2008,Hyundai,SANTA FE,7,"['Hyundai', 'SANTA', 'FE']", 6900000, 12970,Diesel,2200 cc,Automática,Todo Terreno 4x2,PLATA,GRIS,ND,Alajuela
2012,Hyundai,TUCSON,5,"['Hyundai', 'TUCSON']", 6900000, 12970,Diesel,2000 cc,Automática,Todo Terreno 4x4,BLANCO,NEGRO,Termina en 2,San José
2004,Nissan,FRONTIER XE,4,"['Nissan', 'FRONTIER', 'XE']", 6900000, 12970,Gasolina,2400 cc,Automática,Pickup 4x2,VINO,GRIS,ND,Cartago
2016,Kia,MORNING PICANTO,5,"['Kia', 'MORNING', 'PICANTO']", 6900000, 12970,Híbrido,1000 cc,Manual,Hatchback,NEGRO,GRIS,ND,Alajuela
2016,Kia,MORNING PICANTO,5,"['Kia', 'MORNING', 'PICANTO']", 6900000, 12970,Híbrido,1000 cc,Automática,Hatchback,CAFE,GRIS,ND,Alajuela
2013,Daihatsu,TERIOS BEGO,5,"['Daihatsu', 'TERIOS', 'BEGO']", 6900000, 12970,Gasolina,1500 cc,Manual,Todo Terreno 4x4,GRIS,NEGRO,Termina en 2,San José
2014,Ford,ECOSPORT,5,"['Ford', 'ECOSPORT']", 6900000, 12970,Gasolina,1500 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO/GRIS,Termina en 5,Guanacaste
2008,Honda,CRV,5,"['Honda', 'CRV']", 6900000, 12970,Gasolina,2400 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 4,Alajuela
2011,Audi,A4,5,"['Audi', 'A4']", 6900000, 12970,Gasolina,1800 cc,Automática,Sedán,PLATA,NEGRO,Termina en 1,San José
2012,Hyundai,AVANTE,5,"['Hyundai', 'AVANTE']", 6900000, 12970,Gasolina,1800 cc,Manual,Sedán,GRIS,NEGRO,ND,Alajuela
2020,Suzuki,CELERIO,5,"['Suzuki', 'CELERIO']", 6900000, 12970,Gasolina,1000 cc,Manual,Hatchback,GRIS,GRIS,Termina en 6,Cartago
2018,Toyota,ETIOS,5,"['Toyota', 'ETIOS']", 6900000, 12970,Gasolina,1200 cc,Manual,Sedán,NEGRO,NEGRO,Termina en 9,San José
2016,Hyundai,I20 GL,5,"['Hyundai', 'I20', 'GL']", 6900000, 12970,Gasolina,1400 cc,Automática,Hatchback,NEGRO,NEGRO,Termina en 4,San José
2012,Nissan,XTRAIL,5,"['Nissan', 'XTRAIL']", 6900000, 12970,Gasolina,2500 cc,Manual,Todo Terreno 4x4,CHAMPAGNE,GRIS OSCURO,Termina en 1,San José
2012,Ford,EDGE,5,"['Ford', 'EDGE']", 6900000, 12970,Híbrido,3500 cc,Automática,Todo Terreno 4x2,CHAMPAGNE,BEIGE,Termina en 9,Cartago
1991,Freightliner,FLA6364T,2,"['Freightliner', 'FLA6364T']", 6900000, 12970,Diesel,14000 cc,Manual,Camión 10.0 ton. o más,AZUL BLANCO,CAFE,Termina en 2,San José
2009,Hyundai,STAREX H1,10,"['Hyundai', 'STAREX', 'H1']", 6900000, 12970,Diesel,2500 cc,Automática,Microbús/Minivan,PLATA,GRIS,Termina en 1,San José
2009,Hyundai,SANTA FE,7,"['Hyundai', 'SANTA', 'FE']", 6900000, 12970,Diesel,2200 cc,Automática,Todo Terreno 4x4,GRIS,NEGRO,Termina en 7,Alajuela
2018,Suzuki,DZIRE,5,"['Suzuki', 'DZIRE']", 6900000, 12970,Gasolina,1200 cc,Automática,Sedán,CAFE,NEGRO-GRIS,Termina en 4,San José
2013,Hyundai,ELANTRA GT,5,"['Hyundai', 'ELANTRA', 'GT']", 6900000, 12970,Gasolina,1800 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 9,San José
2019,Hyundai,GRAND I10,5,"['Hyundai', 'GRAND', 'I10']", 6900000, 12970,Gasolina,1200 cc,Automática,Hatchback,BLANCO,GRIS,Termina en 0,Alajuela
2008,Honda,CRV,5,"['Honda', 'CRV']", 6900000, 12970,Gasolina,2400 cc,Automática,Todo Terreno 4x2,CHAMPAGNE,AZUL,Termina en 9,Heredia
2006,Nissan,XTERRA,5,"['Nissan', 'XTERRA']", 6900000, 12970,Diesel,2800 cc,Manual,Todo Terreno 4x4,PLATA,NEGRO,Termina en 9,Puntarenas
2009,Suzuki,GRAND VITARA,5,"['Suzuki', 'GRAND', 'VITARA']", 6900000, 12970,Gasolina,2400 cc,Automática,Todo Terreno 4x2,BEIGE,BEIGE,Termina en 5,Alajuela
2013,Chevrolet,TRAX LTZ,5,"['Chevrolet', 'TRAX', 'LTZ']", 6900000, 12970,Gasolina,1800 cc,Automática,Todo Terreno 4x2,GRIS,NEGRO,Termina en 5,Heredia
2018,Kia,RIO,5,"['Kia', 'RIO']", 6900000, 12970,Gasolina,1400 cc,Manual,Sedán,NEGRO,NEGRO,Termina en 1,San José
2017,Hyundai,ACCENT BLUE,5,"['Hyundai', 'ACCENT', 'BLUE']", 6900000, 12970,Gasolina,1400 cc,Manual,Sedán,GRIS,NEGRO/GRIS,Termina en 4,San José
2015,Hyundai,ELANTRA,5,"['Hyundai', 'ELANTRA']", 6900000, 12970,Gasolina,1800 cc,Manual,Sedán,CAFE,GRIS OSCURO,Termina en 7,Limón
2019,BYD,F3,5,"['BYD', 'F3']", 6900000, 12970,Gasolina,1500 cc,Automática,Sedán,BLANCO,NEGRO,ND,San José
2018,Citroen,C-ELYSEE ELEGANCE,5,"['Citroen', 'C-ELYSEE', 'ELEGANCE']", 6900000, 12970,Gasolina,1500 cc,Automática,Sedán,BLANCO,GRIS,ND,San José
2016,Honda,FIT,5,"['Honda', 'FIT']", 6900000, 12970,Gasolina,1500 cc,Manual,Hatchback,GRIS RATÓN,NEGRO,ND,San José
2007,Jeep,GRAND CHEROKEE LIMITED,5,"['Jeep', 'GRAND', 'CHEROKEE', 'LIMITED']", 6900000, 12970,Gasolina,4700 cc,Automática,Todo Terreno 4x4,GRIS,BEIGE,Termina en 7,San José
2020,Hyundai,ATOS GL,5,"['Hyundai', 'ATOS', 'GL']", 6900000, 12970,Gasolina,1000 cc,Manual,Hatchback,BEIGE,NEGRO,ND,San José
2018,Suzuki,ERTIGA GLX,7,"['Suzuki', 'ERTIGA', 'GLX']", 6900000, 12970,Gasolina,1400 cc,Manual,Station Wagon,GRIS,CAFE,Termina en 9,Guanacaste
2016,Toyota,YARIS S,5,"['Toyota', 'YARIS', 'S']", 6900000, 12970,Gasolina,1600 cc,Manual,Hatchback,BLANCO,GRIS,ND,San José
2010,Toyota,RAV4,5,"['Toyota', 'RAV4']", 6900000, 12970,Gasolina,2300 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 6,San José
2011,Hyundai,TUCSON GL,5,"['Hyundai', 'TUCSON', 'GL']", 6900000, 12970,Gasolina,2000 cc,Manual,Todo Terreno 4x4,CELESTE,NEGRO,Termina en 7,Cartago
2006,BMW,X5,5,"['BMW', 'X5']", 6900000, 12970,Diesel,3000 cc,Automática,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 3,Cartago
